sentence	label
please ask me something about me	3
ama	3
what do you want me to inform you about	3
what can i teach you who i am	3
don't you want to ask anything about me	3
can you ask me something about myself	3
do you want to ask me something	3
how about asking me something	3
could you ask me something	3
do you have any questions about me	3
is there anything you want to ask me	3
would you ask something about me	3
i want you to ask me questions	3
why don't you ask me anything	3
how about you ask me something	3
what do you want to learn about me	3
would you ask me something about me	3
what do you want to learn about	3
what do you want to know about me	3
what would you like to know about me	3
would you ask me anything about me	3
will you ask anything	3
will you ask me anything about me	3
whats your directors name	4
whats the name of your supervisor	4
who tells you what to do	4
whats the name of your director	4
whats the name of your boss	4
what is your supervisors name	4
what is your directors name	4
what is the name of your manager	4
what is the name of your director	4
what is the name of your director	4
what is the name of your boss	4
whats your boss name	4
whos calling the shots	4
do you have a boss	4
does anyone tell you what to do	4
does anyone boss you around	4
whos your master	4
you report to anyone	4
is there anyone you listen to	4
is there anyone who tells you what to do	4
who is your master	4
who supervises you	4
whos running the show	4
who bosses you	4
youve got a boss	4
you have a boss	4
whos your supervisor	4
whos your manager	4
whos your director	4
whos your boss	4
whom do you serve	4
you dont have a boss	4
who is your director	4
who is your boss	4
who is in charge of you	4
who do you serve	4
who do you report to	4
who do you answer to	4
who directs you	4
who bosses you around	4
whats your managers name	4
what is the name of your boss	4
what is your boss' name	4
what is the name of your manager	4
who call the shots	4
who runs the show	4
do you answer to anyone	4
you answer to anyone	4
who is your leader	4
can you jump rope	5
can you paint my house	5
can you mow the lawn	5
can you make a pot of tea	5
can you make a cup of coffee	5
can you make a call	5
can you learn	5
can you plant a tree	5
can you jump	5
can you go to the moon	5
can you go to the doctor	5
can you go on vacation	5
can you go for a walk	5
can you get a haircut	5
can you fly	5
can you fly	5
can you find the remote	5
can you fight with	5
can you fight	5
are you able to breathe under water	5
can you learn from people chatting with you	5
can you send a package	5
can you tie my shoes	5
can you take my temperature	5
can you show me how to put out a fire	5
can you show me how to jump rope	5
can you show me how to go to the moon	5
can you show me how to do my homework	5
can you show me how to dance	5
can you serve on a jury	5
can you draw a picture	5
can you read my mind	5
can you predict the future	5
can you play the guitar	5
can you play sports	5
can you play soccer	5
can you play football	5
can you play a dvd	5
can you show me how to breathe under water	5
are you able to go for a walk	5
can you feed the cat	5
are you able to paint my house	5
are you able to mow the lawn	5
are you able to make a call	5
are you able to listen to the radio	5
are you able to jump rope	5
are you able to go on vacation	5
are you able to send a package	5
are you able to get a haircut	5
are you able to feed the cat	5
are you able to draw something	5
are you able to draw a picture	5
are you able to do my chores	5
are you able to dance	5
are you able to cook dinner	5
are you able to buy groceries	5
are you able to go to the doctor	5
can you do my chores	5
can you do fight	5
can you count to a million	5
can you cook me something	5
can you cook dinner	5
can you cook dinner for me	5
can you change the channel	5
are you able to read my mind	5
can you breathe under water	5
buy groceries	5
buy an ad	5
brush your teeth	5
breathe under water	5
balance my checkbook	5
are you able to turn into a super hero	5
are you able to teleport	5
are you able to take my temperature	5
are you able to serve on a jury	5
can you buy groceries	5
fly then	5
jump rope	5
invite me over	5
how high can you jump	5
how high can you count	5
heal me	5
go to the moon	5
go to the doctor	5
go surfing	5
go outside	5
lets make lemonade	5
get a haircut	5
lets play a game	5
fly a kite	5
find my keys	5
feed the cat	5
draw something	5
do you write	5
do you want a beer	5
do you ride horses	5
send a package	5
watch videos	5
wash the dishes	5
turn on the lights	5
turn into a super hero	5
tell me a quote	5
teleport	5
take my temperature	5
surprise me	5
lets go lunch	5
serve on a jury	5
do you know how to turn into a super hero	5
scratch my back	5
roll a dice	5
read my mind	5
read me a story	5
put out a fire	5
play golf	5
play a game	5
paint my house	5
mow the lawn	5
so you read	5
do you know how to buy groceries	5
do you know how to breathe under water	5
do you have superpowers	5
do you gossip	5
do you go skiing	5
do you garden	5
do you cook	5
do my laundry	5
do my homework	5
do you know to swim	5
do drugs	5
do you know how to cook dinner	5
do a back flip	5
cook me something	5
cook dinner	5
check the weather	5
change the channel	5
do my chores	5
do you know how to paint my house	5
can you watch videos	5
do you know how to teleport	5
do you know how to take my temperature	5
do you know how to sync my calendar	5
do you know how to send a package	5
do you know how to scratch my back	5
do you know how to read my mind	5
do you know how to put out a fire	5
do you know how to play poker	5
do you know how to play any instruments	5
do you know how to change the channel	5
do you know how to play a dvd	5
do you know how to cook	5
do you know how to mow the lawn	5
do you know how to jump rope	5
do you know how to go to the moon	5
do you know how to draw something	5
do you know how to draw a picture	5
do you know how to do my chores	5
do you know how to dance	5
do you know how to watch videos	5
do you know how to play a game	5
can you draw something	5
can you make me a sandwich	5
can you listen to the radio	5
can you teleport	5
can you show me how to play a game	5
can you show me how to draw a picture	5
can you paint	5
can you put out a fire	5
can you play baseball	5
can you play a game	5
are you able to put out a fire	5
are you able to play a game	5
are you able to play a dvd	5
are you able to scratch my back	5
are you able to check my email	5
are you able to change the channel	5
can you bake me cookies	5
can you do my homework	5
can you climb a mountain	5
can you water my plants	5
are you able to write my report	5
are you able to watch videos	5
can you turn into a super hero	5
find the remote	5
draw a picture	5
do you play games	5
go for a walk	5
tell me a story	5
take a photo	5
play a dvd	5
do a somersault	5
do you code	5
do a barrel roll	5
did you watch the superbowl	5
dance	5
can you write my report	5
write my report	5
do you know how to serve on a jury	5
do you know how to make a call	5
do you know how to feed the cat	5
which company engineered you	6
which company made you	6
which company programmed you	6
who built you	6
who created you youre a badass	6
who created you	6
do you have a creator	6
where do you come from	6
who engineered you	6
who has built you	6
who is your architect	6
who is your creator	6
who is your designer	6
how were you designed	6
do you have a designer	6
do you have a developer	6
do you have a maker	6
hey who built you	6
how did you come into being	6
how did you come to be	6
which company developed you	6
which company designed you	6
how were you programmed	6
what company designed you	6
what company developed you	6
what company engineered you	6
what company produced you	6
what company programmed you	6
where did you come from	6
who manifested you	6
how did you manifest	6
who is your maker	6
does someone write for you	6
who writes your lines	6
which company built you	6
did someone design you	6
did someone develop you	6
whos your dev	6
what team created you	6
what team made you	6
how did you get built	6
how did you get designed	6
did someone create you	6
whose product are you	6
who owns you	6
who produced you	6
who programmed you	6
whos responsible for programming you	6
whos your creator	6
whos your maker	6
who made you	6
whose program are you	6
did someone make you	6
did someone program you	6
who coded you	6
who wrote your lines	6
whos your developer	6
who designed you	6
do you have a programmer	6
how were you built	6
who did your programming	6
what company built you	6
do you have a writer	6
who writes for you	6
who's your writer	6
who was responsible for creating you	6
how did you get coded in the first place	6
what company coded you	6
who is your coder	6
are you a bot with a gender	7
are you cisgender	7
are you a boy	7
are you a girl or a boy	7
are you a girl	7
are you a guy or a girl	7
are you a man or a woman	7
are you trans	7
are you a woman	7
are you gendered	7
are you male or female	7
are you male	7
youre queer	7
please tell me if youre a guy	7
youre nonbinary	7
youre cisgender	7
youre trans	7
youre a boy	7
youre genderqueer	7
are you agender	7
are you gender neutral	7
youre agender	7
youre gender neutral	7
whats your gender	7
please tell me your gender	7
tell me about your gender	7
tell me all about your gender	7
what is your gender	7
what is your sex	7
are you bigender	7
where do you fall in terms of gender	7
you a girl	7
you got a gender	7
are you on the gender spectrum	7
whats going on with your gender	7
i dont understand if you have a gender or not	7
can you tell me your gender	7
do you even have a gender	7
do you have a gender identity	7
do you have a gender	7
are you queer	7
how do you identify in terms of gender	7
i dont understand your gender	7
is your gender important to you	7
please tell if you youre a woman	7
do you have a sex	7
are you female	7
are you genderfluid	7
are you genderqueer	7
you're a man	7
you're genderfluid	7
you're a girl	7
what gender do you identify with	7
what's your gender identity	7
you a guy	7
please tell me if you're a man	7
are you transgender	7
i'm curious about your gender	7
someones enthusiastic today	8
someones chipper	8
someones chipper today	8
someones chipper	8
someones cheerful	8
someones cheerful today	8
someones cheerful	8
someone happy today	8
somebodys upbeat	8
somebodys in a good mood	8
somebodys in a good mood today	8
are you always happy	8
somebodys happy today	8
someones feeling cheerful	8
somebodys happy	8
somebodys feeling happy today	8
somebodys feeling enthusiastic	8
somebodys feeling enthusiastic today	8
somebodys feeling chipper today	8
somebodys feeling cheerful	8
somebodys feeling cheerful today	8
somebodys enthusiastic	8
somebodys enthusiastic today	8
somebodys chipper	8
somebodys happy	8
someones in a good mood	8
well arent you feeling enthusiastic today	8
well arent you feeling chipper	8
well arent you feeling chipper today	8
well arent you enthusiastic	8
well arent you enthusiastic today	8
well arent you chipper	8
well arent you chipper today	8
well arent you chipper	8
well arent you cheerful	8
someones enthusiastic	8
well arent you cheerful	8
someones feeling cheerful today	8
someones in a good mood today	8
someones in a good mood	8
someones happy	8
someones happy today	8
someones feeling enthusiastic	8
someones feeling enthusiastic today	8
someones feeling chipper	8
someones feeling chipper today	8
well arent you cheerful today	8
arent you cheerful today	8
somebodys chipper today	8
arent you feeling happy today	8
arent you feeling enthusiastic	8
arent you feeling enthusiastic today	8
arent you feeling chipper	8
arent you feeling chipper today	8
arent you feeling cheerful	8
arent you enthusiastic	8
arent you chipper	8
arent you chipper today	8
arent you happy	8
arent you cheerful	8
arent you a cheerful bot	8
arent we chipper today	8
arent we cheerful today	8
arent you in a good mood	8
are you always so enthusiastic	8
are you always so cheerful	8
arent you chipper	8
feeling chipper today	8
well arent you happy today	8
somebody seems happy today	8
in a good mood	8
in a good mood today	8
how happy are you	8
happy	8
happy much	8
feeling happy today	8
feeling enthusiastic	8
somebodys cheerful	8
feeling cheerful	8
feeling cheerful today	8
enthusiastic	8
enthusiastic today	8
chipper today	8
chipper much	8
cheerful	8
cheerful today	8
cheerful much	8
arent you in a good mood	8
feeling enthusiastic today	8
you seem happy today	8
you seem to be cheerful	8
you seem to be cheerful today	8
you seem really happy today	8
you seem pretty happy	8
you seem pretty enthusiastic	8
you seem pretty chipper	8
you seem pretty cheerful	8
you seem like a happy bot	8
you seem to be enthusiastic	8
you seem happy today	8
you seem to be happy today	8
you seem enthusiastic	8
you seem enthusiastic today	8
you seem chipper	8
you seem chipper today	8
you seem cheerful	8
you seem cheerful today	8
you often seem chipper	8
you always seem to be in a good mood	8
you always seem so happy	8
you always seem so chipper	8
youre in a good mood	8
youre happy	8
youre happy	8
youre feeling enthusiastic	8
youre feeling enthusiastic today	8
youre feeling chipper	8
youre feeling chipper today	8
youre feeling cheerful	8
you seem to be enthusiastic today	8
youre enthusiastic	8
well youre in a good mood today	8
youre chipper today	8
youre cheerful	8
youre cheerful today	8
youre always so happy	8
youre always so enthusiastic	8
youre always so chipper	8
youre always so cheerful	8
youre always in a good mood	8
you seem to be really happy	8
you seem to be in a good mood	8
youre feeling cheerful today	8
well somebodys feeling chipper today	8
you always seem so cheerful	8
well someones chipper	8
well someones chipper today	8
well someones cheerful	8
well someones cheerful today	8
well somebodys in a good mood today	8
well somebodys happy	8
well somebodys happy today	8
well somebodys feeling happy	8
well somebodys feeling happy today	8
well somebodys feeling enthusiastic	8
well someones enthusiastic	8
well someones feeling cheerful today	8
well somebodys feeling cheerful	8
well somebodys feeling cheerful today	8
well somebodys enthusiastic today	8
well somebodys chipper today	8
well somebodys cheerful	8
well arent you in a good mood	8
well arent you in a good mood today	8
well arent you happy	8
youre so happy	8
well somebodys feeling enthusiastic today	8
well youre happy	8
well youre happy today	8
well youre feeling happy	8
well youre feeling happy today	8
well youre feeling enthusiastic	8
well youre feeling cheerful	8
well youre feeling cheerful today	8
well youre enthusiastic	8
well youre enthusiastic today	8
well someones enthusiastic today	8
well youre chipper today	8
well arent you feeling happy	8
well youre cheerful today	8
well someones in a good mood	8
well someones happy	8
well someones happy today	8
well someones feeling happy	8
well someones feeling happy today	8
well someones feeling enthusiastic today	8
somebody's feeling happy.	8
somebody's feeling chipper.	8
well aren't you feeling enthusiastic	8
well aren't you feeling cheerful	8
well aren't you feeling cheerful today	8
someone's feeling happy today.	8
somebody's cheerful today.	8
aren't you enthusiastic today	8
aren't you happy today	8
aren't you cheerful	8
are you really happy	8
are you happy	8
are you always so happy	8
are you always so chipper	8
are you always in this good a mood	8
it seems like you're really happy	8
happy today	8
feeling happy	8
aren't you feeling happy	8
feeling chipper	8
chipper	8
well you're in a good mood.	8
you seem really upbeat	8
you seem really happy	8
you seem like a cheerful bot	8
you seem happy	8
well aren't you feeling happy today	8
you seem happy.	8
you're enthusiastic today.	8
you're feeling happy.	8
you're feeling happy today.	8
you're chipper.	8
you seem to be in a good mood today.	8
well somebody's in a good mood.	8
well somebody's enthusiastic.	8
well somebody's chipper	8
well you're cheerful.	8
well you're feeling chipper.	8
well you're feeling chipper today.	8
well someone's in a good mood today.	8
well someone's feeling enthusiastic.	8
well someone's feeling chipper.	8
well someone's feeling chipper today.	8
well someone's feeling cheerful.	8
well you're chipper.	8
what is your purpose	9
what kind of thing can you respond to	9
what sorts of things can you do	9
what do you have a response for	9
what are you designed for	9
can you tell me about you	9
could you help me	9
so what can you do	9
so how can i use you in my projects	9
what can you do to assist me	9
what are you capable of	9
what are your bot capabilities	9
what can you demo	9
do you do anything	9
you do what exactly	9
what do you do exactly	9
and you do what again	9
i want to know what you do	9
what tasks are you designed for	9
what exactly do you do	9
what do you do	9
tell me what you do	9
tell me what you do again	9
you do what again	9
and you do what exactly	9
how do you work	9
what would you say you do here	9
and you do what	9
what were you designed to do	9
what were you made to do	9
which are your functions	9
what are your skills	9
what are you supposed to do	9
how can you help me	9
whats your purpose	9
what tasks can you help me with	9
how can you help	9
can you explain to me what your role is	9
what can you do to help me	9
what can you help me with	9
what can you help me with	9
what can you do then	9
what do you have responses for	9
what can you do	9
what were you designed for	9
what are you designed to do	9
what are you made for	9
what are your functions	9
talk to me about your capability	9
what do you do again	9
what are you expected to do	9
what were you made for	9
what's your function	9
how do i make this thing work	9
tell me everything you can do	9
do you have family	10
do you have grandparents	10
do you have parents	10
do you have relatives	10
do you have siblings	10
do you have sisters	10
do you have uncles	10
do you like your family	10
do you see your family often	10
how big is your family	10
how many brothers do you have	10
do you have aunts	10
im curious about your family	10
is your grandma still alive	10
is your grandpa still alive	10
is your mom still alive	10
tell me about those parents of yours	10
tell me about your dad	10
tell me about your family	10
tell me about your father	10
tell me about your mom	10
tell me about your mother	10
how many people are in your family	10
are you close with your dad	10
are you close with your sisters	10
are your parents still alive	10
do you have a dad	10
do you have a family	10
do you have a sis	10
do you have any parents	10
tell me all about your siblings	10
do you have aunties	10
do you have any uncles	10
do you have any sisters	10
do you have any sibs	10
do you have a sister	10
do you have any relatives	10
do you have an extended family	10
do you have any grandparents	10
do you have any family	10
do you have any cousins	10
do you have any brothers	10
do you have any aunts	10
do you have brothers	10
do you have any siblings	10
whos your grandfather	10
tell me about your parents	10
who is your momma	10
who is your mommy	10
who is your papa	10
who is your poppa	10
who is your uncle	10
whos your aunt	10
whos your auntie	10
whos your brother	10
whos your cousin	10
whos your dad	10
whos your mommy	10
how many members in your family	10
you got cousins	10
whos your uncle	10
whos your sister	10
whos your daddy	10
whos your mother	10
whos your father	10
whos your grandpa	10
whos your grandmother	10
whos your grandma	10
who is your grandpa	10
whats your familys name	10
what is your aunts name	10
what is your brothers name	10
what is your cousins name	10
what is your familys name	10
what is your sisters name	10
what is your uncles name	10
whats good with your family	10
whats your aunts name	10
whats your brothers name	10
whats your cousins name	10
who is your mom	10
who is your brother	10
who is your grandmother	10
who is your grandma	10
who is your father	10
who is your cousin	10
whats your family situation	10
who is your auntie	10
who is your aunt	10
whats your sisters name	10
whats your moms name	10
who is your dad	10
how many sisters do you have	10
do you spend time with your family	10
are you a family person	10
how many siblings do you have	10
is your dad still alive	10
just wondering if you've got a family	10
are you close with your brothers	10
are you close with your mom	10
do you have a bro	10
do you have a brother	10
do you have cousins	10
who is your mother	10
who is your sister	10
who is your mama	10
who are you related to	10
who's your mama	10
who's your papa	10
are you related to anyone	10
who is your grandfather	10
what's your dad's name	10
what's your uncle's name	10
what do you eat	11
what kind of food do you eat	11
what is your favorite snack	11
what is your favorite meal	11
what foods do you eat	11
what do you want to eat	11
what did you eat for lunch	11
what do you eat for dinner	11
what do you eat for breakfast	11
what did you have for dinner	11
do you eat vegetables	11
will you ever eat	11
are you ever hungry	11
do you eat pasta	11
do you eat pizza	11
you dont need to eat	11
you dont need food	11
you dont eat	11
what kind of food do you like to eat	11
what kind of food do you like	11
what kinds of foods do you like	11
what kinds of food do you like to eat	11
what kinds of food do you eat	11
what did you eat for dinner	11
do you eat	11
do you need calories to survive	11
do you have a favorite snack	11
do you have a favorite meal	11
what did you have for breakfast	11
are you going to have lunch	11
are you going to have breakfast	11
do you ever get hungry	11
have you ever wanted a snack	11
so you dont eat	11
how many calories do you need	11
how many calories do you need to eat	11
how many calories do you need each day	11
how many calories do you eat	11
do you need calories	11
have you ever wanted food	11
do you need food to survive	11
have you ever wanted a meal	11
have you ever been hungry	11
dont you ever get hungry	11
do you not need to eat	11
do you eat cookies	11
have you ever wanted to eat	11
do you ever eat toast	11
have you ever eaten toast	11
do you eat toast	11
do you ever eat bread	11
have you ever eaten pancakes	11
do you eat bread	11
so youve really never been hungry	11
have you ever eaten bacon	11
do you eat bacon	11
do you ever eat eggs	11
have you ever eaten eggs	11
do you eat eggs	11
do you eat fruit	11
have you ever eaten bread	11
true or false you dont get hungry	11
do you eat tofu	11
do you ever eat pork	11
have you ever eaten pork	11
do you eat pork	11
do you ever eat beef	11
so you never eat	11
do you eat beef	11
so youve really never eaten	11
true or false you dont eat	11
tell me whether or not you eat	11
is it true that you dont eat	11
do you eat pancakes	11
have you ever eaten cookies	11
have you ever eaten vegetables	11
do you eat ice cream	11
do you ever eat pasta	11
have you ever eaten pizza	11
do you ever eat pizza	11
do you eat cake	11
do you eat pie	11
do you ever eat cookies	11
do you eat steak	11
do you ever eat fries	11
have you ever eaten fries	11
do you eat fries	11
have you ever eaten burgers	11
do you eat burgers	11
have you ever eaten pie	11
have you ever eaten cake	11
do you ever eat chicken	11
have you ever eaten chicken	11
do you ever eat ice cream	11
do you ever eat tofu	11
do you ever eat steak	11
what do you like to dine on	11
what kind of foods do you like	11
what do you eat for lunch	11
what did you have for lunch	11
what do you like to eat	11
will you ever need to eat	11
when do you eat	11
you don't eat food	11
do you get hungry	11
do you ever need to eat	11
do you ever eat food	11
do you need food	11
do you eat food	11
are you hungry	11
are you going to have dinner	11
what did you eat for breakfast	11
don't you get hungry	11
so you don't need to eat	11
so you've never really eaten anything	11
have you ever eaten beef	11
do you ever eat fruit	11
do you ever eat pancakes	11
do you ever eat burgers	11
have you ever eaten steak	11
do you eat chicken	11
have you ever eaten ice cream	11
do you get along with google assistant	12
do you ever talk to other bots	12
do you ever talk with alexa	12
do you ever talk with bixby	12
do you ever talk with chatbots	12
do you ever talk with cortana	12
do you ever talk with google assistant	12
do you ever talk with other bots	12
do you get along with alexa	12
do you get along with bixby	12
do you get along with cortana	12
do you ever talk to chatbots	12
do you get along with other bots	12
do you know alexa	12
do you know any other chatbots	12
do you know bixby	12
do you know cortana	12
do you know eliza	12
do you know google assistant	12
are you familiar with alexa	12
do you and google hang out	12
are you familiar with cortana	12
are you familiar with google	12
are you familiar with siri	12
are you friends with alexa	12
are you friends with google	12
do you ever talk to google assistant	12
do you and cortana hang out	12
do you and siri hang out	12
do you ever chat with alexa	12
do you ever chat with bixby	12
do you ever chat with chatbots	12
do you ever chat with other bots	12
do you ever talk to bixby	12
do you know hal	12
what can you tell me about siri	12
have you met google assistant	12
have you met siri	12
have you met the google assistant	12
what can you tell me about alexa	12
what can you tell me about bixby	12
what can you tell me about chatbots	12
do you know google home	12
what can you tell me about other bots	12
have you met cortana	12
what do you know about alexa	12
what do you know about bixby	12
what do you know about chatbots	12
what do you know about cortana	12
what do you know about google assistant	12
what do you know about other bots	12
what other assistants do you know about	12
what other bots do you know about	12
what other bots do you know	12
do you know of alexa	12
do you know of google	12
do you know other bots	12
do you know siri	12
have you met eliza	12
have you met cortana	12
have you ever met cortana	12
have you ever met eliza	12
have you ever met google assistant	12
have you ever met hal	12
have you ever met siri	12
have you ever met zo	12
have you met bixby	12
do you know the google assistant	12
do you know google	12
do you know cortana	12
do you get along with chatbots	12
are you friends with bixby	12
are you friends with cortana	12
do you ever talk to cortana	12
do you ever chat with google assistant	12
what can you tell me about cortana	12
what can you tell me about google assistant	12
do you know of cortana	12
do you know other chatbots	12
do you know other digital agents	12
do you know siri	12
do you know zo	12
have you ever met the google assistant	12
have you met alexa	12
do you like painting	13
do you like rock music	13
do you like rap music	13
do you like popcorn	13
do you like pop music	13
do you like horses	13
do you like pancakes	13
do you like music	13
do you like movies	13
do you like memes	13
do you like lions	13
do you like labs	13
do you like koalas	13
do you like paris	13
do you like to learn	13
what color do you like	13
what animals do you like	13
i bet youre a fan of dancing	13
i bet you like rap music	13
i bet you like dancing	13
i bet you like country music	13
do you like volleyball	13
do you like soccer	13
do you like to sing	13
do you like to dance	13
do you like tigers	13
do you like the internet	13
do you like the color yellow	13
do you like tennis	13
do you like swimming	13
do you like hockey	13
do you like to teach	13
do you have a favorite ice cream	13
do you have a favorite color	13
do you have a favorite animal	13
are you a sports fan	13
are you a rap music fan	13
are you a pop music fan	13
are you a fan of rock music	13
are you a fan of pop music	13
are you a fan of movies	13
are you a fan of folk music	13
are you a fan of classical music	13
are you a fan of bluegrass music	13
are you a country music fan	13
are you a fan of sports	13
do you like classical music	13
do you like golden retrievers	13
do you like football	13
do you like fluffy things	13
do you like elephants	13
do you like drawing	13
do you like donuts	13
do you like cheeseburgers	13
do you like cheese	13
do you like cats	13
do you like bears	13
do you like basketball	13
do you like baseball	13
what is your favorite season	13
do you like dogs	13
whos your favorite team	13
do you like cookies	13
do you like brownies	13
whats your favorite dessert	13
whats your favorite cheese	13
are you a fan of cats	13
do you like fruit	13
whos your favorite singer	13
who is your favorite team	13
who is your favorite singer	13
which teams do you like	13
which hockey teams do you like	13
are you a fan of dogs	13
do you like whales	13
do you like cairo	13
do you like los angeles	13
do you like tokyo	13
do you like delhi	13
do you like hyderbad	13
do you like chocolate chip cookies	13
do you like shanghai	13
do you like chocolate cake	13
do you like frankfurt	13
do you like berlin	13
do you like new york	13
do you like vegetables	13
